GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
25904	1	0.966	0.978	0.0424234	0.041478	120.47	CNOT10	CCR4-NOT transcription complex subunit 10
2720	1	0.931	0.949	0.0864128	0.082006	141.73	GLB1	galactosidase beta 1
643853	1	0.833	1.266	0.211092	0.267208	47.46	TMPPE	transmembrane protein with metallophosphoesterase domain
10491	1	0.277	0.841	1.0874617	0.914327	601.07	CRTAP	cartilage associated protein
25827	1	0.669	1.33	-0.4268772	-0.567766	38.74	FBXL2	F-box and leucine rich repeat protein 2
7342	1	0.771	0.868	0.2915518	0.253002	437.17	UBP1	upstream binding protein 1
23122	1	0.512	0.854	-0.6552038	-0.559363	381.4	CLASP2	cytoplasmic linker associated protein 2
105377023	1	0.379	1.49	-0.8789403	-1.310006	31.52	PDCD6IP-DT	PDCD6IP divergent transcript
10015	1	0.253	0.782	-1.1423403	-0.893638	935.77	PDCD6IP	programmed cell death 6 interacting protein
9881	1	0.573	0.853	-0.563671	-0.480573	316.69	TRANK1	tetratricopeptide repeat and ankyrin repeat containing 1
9852	1	0.8	0.997	0.2539259	0.253241	164.46	EPM2AIP1	EPM2A interacting protein 1
4292	1	0.801	0.95	-0.252298	-0.239628	141.03	MLH1	mutL homolog 1
9209	1	0.828	0.833	-0.2170049	-0.18081	433.08	LRRFIP2	LRR binding FLII interacting protein 2
112268444	1	0.891	1.26	-0.1368506	-0.172476	47.87	LOC112268444	
152048	1	0.675	1.316	-0.4196368	-0.552329	41.37	GOLGA4-AS1	GOLGA4 antisense RNA 1
2803	1	0.161	0.78	-1.4030994	-1.093977	1976.78	GOLGA4	golgin A4
339883	1	0.718	1.317	-0.3608246	-0.475161	40.96	APRG1	APRG1 tumor suppressor candidate
3680	1	0.595	1.086	-0.5316326	-0.577101	77.88	ITGA9	integrin subunit alpha 9
10217	1	0.908	1.01	-0.1160861	-0.117295	130.08	CTDSPL	CTD small phosphatase like
50853	1	0.465	1.571	-0.7300254	-1.146702	28.18	VILL	villin like
5333	1	0.382	1.024	-0.8745086	-0.895702	138.62	PLCD1	phospholipase C delta 1
9940	1	0.902	1.401	-0.1233451	-0.172751	37.56	DLEC1	DLEC1 cilia and flagella associated protein
30	1	0.767	0.98	-0.2961638	-0.290226	118	ACAA1	acetyl-CoA acyltransferase 1
4615	1	0.617	0.91	-0.4999238	-0.45481	212.05	MYD88	MYD88 innate immune signal transduction adaptor
9943	1	0.254	0.822	-1.141421	-0.938435	431.82	OXSR1	oxidative stress responsive kinase 1
9942	1	0.729	1.091	0.3471002	0.378544	102.27	XYLB	xylulokinase
93	1	0.858	1.038	0.1782903	0.185145	92.59	ACVR2B	activin A receptor type 2B
9941	1	0.649	1.122	-0.4556412	-0.511362	72.13	EXOG	exo/endonuclease G
57599	1	0.994	0.895	0.0078404	0.007018	195.19	WDR48	WD repeat domain 48
64689	1	0.974	1.095	0.0332176	0.036371	74.29	GORASP1	golgi reassembly stacking protein 1
64651	1	0.974	1.068	-0.0321431	-0.034314	91.23	CSRNP1	cysteine and serine rich nuclear protein 1
54977	1	0.378	1.171	0.8814892	1.031835	60.13	SLC25A38	solute carrier family 25 member 38
3921	1	0.22	0.815	1.2268581	0.999381	1994.44	RPSA	ribosomal protein SA
574040	1	0.819	0.91	-0.2288346	-0.208284	178	SNORA6	small nucleolar RNA, H/ACA box 6
6044	1	0.429	0.99	0.7912676	0.783358	395.7	SNORA62	small nucleolar RNA, H/ACA box 62
10289	1	0.989	1.017	-0.0135123	-0.013739	101.37	EIF1B	eukaryotic translation initiation factor 1B
956	1	0.0965	1.161	1.6622193	1.930306	228.05	ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3
285266	1	0.587	1.53	0.5428744	0.830433	35.63	ENTPD3-AS1	ENTPD3 antisense RNA 1
9045	1	0.423	0.809	0.8008526	0.647832	1129.59	RPL14	ribosomal protein L14
285267	1	0.309	1.33	1.0180464	1.354192	43.62	ZNF619	zinc finger protein 619
253639	1	0.389	1.789	0.8613929	1.541068	21.79	ZNF620	zinc finger protein 620
285268	1	0.539	0.961	-0.6141146	-0.590377	137.47	ZNF621	zinc finger protein 621
1499	1	0.764	0.806	0.2999441	0.241842	1436.66	CTNNB1	catenin beta 1
54986	1	0.708	1.24	-0.3751792	-0.465168	51.58	ULK4	unc-51 like kinase 4
22906	1	0.608	0.819	-0.5130751	-0.420213	436.04	TRAK1	trafficking kinesin protein 1
7433	1	0.29	1.492	-1.0577508	-1.578098	38.59	VIPR1	vasoactive intestinal peptide receptor 1
9117	1	0.798	0.931	-0.2554199	-0.237888	160.19	SEC22C	SEC22 homolog C, vesicle trafficking protein
51188	1	0.907	1.189	0.1162963	0.138326	59.45	SS18L2	SS18 like 2
4820	1	0.0911	0.806	-1.6894179	-1.361606	703.65	NKTR	natural killer cell triggering receptor
92999	1	0.757	1.112	0.3090222	0.343524	75.85	ZBTB47	zinc finger and BTB domain containing 47
25994	1	0.692	1.006	0.3960788	0.398522	533.52	HIGD1A	HIG1 hypoxia inducible domain family member 1A
84892	1	0.404	1.469	0.8352298	1.226732	30.5	POMGNT2	protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)
54861	1	0.552	0.868	-0.5940756	-0.515386	245.76	SNRK	SNF related kinase
100873954	1	0.581	1.065	-0.5523168	-0.58833	82.73	SNRK-AS1	SNRK antisense RNA 1
55129	1	0.608	0.977	-0.5128794	-0.501327	124.34	ANO10	anoctamin 10
51099	1	0.514	0.968	-0.6529733	-0.632366	176.03	ABHD5	abhydrolase domain containing 5, lysophosphatidic acid acyltransferase
285343	1	0.851	1.058	0.1882972	0.199229	97.75	TCAIM	T cell activation inhibitor, mitochondrial
353274	1	0.723	0.893	-0.3545484	-0.316649	205.26	ZNF445	zinc finger protein 445
285346	1	0.86	1.75	-0.1769125	-0.309616	18.67	ZNF852	zinc finger protein 852
110354863	1	0.742	1.201	-0.3288615	-0.394846	59.39	ZNF660-ZNF197	ZNF660-ZNF197 readthrough
10168	1	0.751	1.203	-0.3168451	-0.381167	58.83	ZNF197	zinc finger protein 197
7584	1	0.931	1.147	-0.0869333	-0.099678	65.57	ZNF35	zinc finger protein 35
57456	1	0.359	1.01	0.9165414	0.925776	212.71	KIAA1143	KIAA1143
56992	1	0.433	0.909	0.7840457	0.713082	179.37	KIF15	kinesin family member 15
131616	1	0.807	1.626	-0.2447417	-0.39791	22.49	TMEM42	transmembrane protein 42
51304	1	0.611	0.879	0.5090246	0.447266	506.91	ZDHHC3	zinc finger DHHC-type palmitoyltransferase 3
23016	1	0.753	0.982	0.3141431	0.308456	120.71	EXOSC7	exosome component 7
7123	1	0.504	1.761	0.6686327	1.177549	19.67	CLEC3B	C-type lectin domain family 3 member B
64866	1	0.935	0.805	-0.081523	-0.065631	520.47	CDCP1	CUB domain containing protein 1
25907	1	0.0878	1.421	1.7070935	2.425587	54.34	TMEM158	transmembrane protein 158
23395	1	0.793	0.95	0.2625435	0.2494	143.86	LARS2	leucyl-tRNA synthetase 2, mitochondrial
8994	1	0.441	0.963	0.7707052	0.742291	183.34	LIMD1	LIM domain containing 1
644714	1	0.839	1.501	0.2029898	0.304594	29.68	LIMD1-AS1	LIMD1 antisense RNA 1
22908	1	0.969	0.951	-0.0393182	-0.037393	209.83	SACM1L	SAC1 like phosphatidylinositide phosphatase
54585	1	0.981	1.113	0.0244331	0.027199	79.21	LZTFL1	leucine zipper transcription factor like 1
79443	1	0.771	0.832	-0.2908614	-0.241977	393.2	FYCO1	FYVE and coiled-coil domain autophagy adaptor 1
10663	1	0.455	1.583	-0.7470185	-1.182415	24.19	CXCR6	C-X-C motif chemokine receptor 6
1230	1	0.501	1.288	0.6726788	0.866355	54.63	CCR1	C-C motif chemokine receptor 1
1234	1	0.348	1.514	-0.9385793	-1.421462	26.9	CCR5	C-C motif chemokine receptor 5
151903	1	0.721	0.941	0.3566353	0.335511	148.87	CCDC12	coiled-coil domain containing 12
23218	1	0.251	0.838	-1.1484381	-0.962123	457.02	NBEAL2	neurobeachin like 2
29072	1	0.8	0.791	-0.2531443	-0.200323	992.47	SETD2	SET domain containing 2, histone lysine methyltransferase
23276	1	0.414	0.986	-0.8164451	-0.805296	115.17	KLHL18	kelch like family member 18
25930	1	0.761	0.876	0.3038847	0.26621	238.05	PTPN23	protein tyrosine phosphatase non-receptor type 23
22937	1	0.643	0.9	0.464128	0.417775	285.07	SCAP	SREBF chaperone
54859	1	0.915	1.272	-0.1073535	-0.136595	44.44	ELP6	elongator acetyltransferase complex subunit 6
6599	1	0.526	0.789	0.6337986	0.500152	1080.67	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1
22907	1	0.394	0.888	0.8514993	0.755864	255.35	DHX30	DExH-box helicase 30
4134	1	0.119	0.801	-1.5586245	-1.248097	1623.2	MAP4	microtubule associated protein 4
993	1	0.615	1.247	0.5027371	0.627034	48.41	CDC25A	cell division cycle 25A
51385	1	0.973	1.196	0.0337799	0.040416	56.8	ZNF589	zinc finger protein 589
10201	1	0.764	1.055	0.2996547	0.31615	86.32	NME6	NME/NM23 nucleoside diphosphate kinase 6
5364	1	0.989	0.841	0.0132655	0.011152	328.55	PLXNB1	plexin B1
79714	1	0.653	1.178	0.4499783	0.530164	69.36	CCDC51	coiled-coil domain containing 51
51372	1	0.332	0.976	0.9708894	0.947335	641.43	TMA7	translation machinery associated 7 homolog
84126	1	0.354	1.243	0.9274454	1.15287	50.86	ATRIP	ATR interacting protein
111822955	1	0.359	1.26	0.9165461	1.154918	48.98	ATRIP-TREX1	ATRIP-TREX1 readthrough
11277	1	0.169	1.688	1.3751327	2.321435	23.77	TREX1	three prime repair exonuclease 1
51246	1	0.376	0.86	0.8850483	0.76138	319.56	SHISA5	shisa family member 5
5210	1	0.402	1.17	-0.8381829	-0.981005	58.49	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4
100313843	1	0.267	1.295	-1.1097827	-1.437161	46.3	MIR711	microRNA 711
7384	1	0.464	0.803	0.732334	0.588103	551.15	UQCRC1	ubiquinol-cytochrome c reductase core protein 1
65010	1	0.895	1.29	-0.1321149	-0.170454	42.84	SLC26A6	solute carrier family 26 member 6
1951	1	0.262	1.145	-1.1226965	-1.285739	74.64	CELSR3	cadherin EGF LAG seven-pass G-type receptor 3
51517	1	0.71	1.166	0.3715258	0.433174	59.64	NCKIPSD	NCK interacting protein with SH3 domain
51447	1	0.842	0.91	0.1987482	0.180818	194.1	IP6K2	inositol hexakisphosphate kinase 2
5576	1	0.858	0.827	-0.1791005	-0.148189	426.87	PRKAR2A	protein kinase cAMP-dependent type II regulatory subunit alpha
788	1	0.495	1.381	0.6828412	0.942945	38.02	SLC25A20	solute carrier family 25 member 20
10425	1	0.759	0.878	-0.3071101	-0.269739	278.82	ARIH2	ariadne RBR E3 ubiquitin protein ligase 2
54681	1	0.471	1.444	0.7201814	1.04021	38.21	P4HTM	prolyl 4-hydroxylase, transmembrane
11180	1	0.633	0.937	0.4780027	0.448063	168.55	WDR6	WD repeat domain 6
55152	1	0.426	1.324	0.7966977	1.054685	40.62	DALRD3	DALR anticodon binding domain containing 3
25915	1	0.944	1.22	0.0701025	0.085524	53.54	NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3
3615	1	0.0858	0.82	1.7177479	1.408598	438.47	IMPDH2	inosine monophosphate dehydrogenase 2
54870	1	0.723	0.849	0.3549351	0.301219	302.74	QRICH1	glutamine rich 1
5859	1	0.416	0.832	0.8139741	0.677298	415.36	QARS1	glutaminyl-tRNA synthetase 1
10869	1	0.474	0.917	0.7165333	0.65719	172.56	USP19	ubiquitin specific peptidase 19
3913	1	0.799	0.821	0.2540494	0.208612	470.76	LAMB2	laminin subunit beta 2
64925	1	0.401	1.178	0.839873	0.989575	63.91	CCDC71	coiled-coil domain containing 71
200942	1	0.383	1.392	0.8722036	1.214428	42.18	KLHDC8B	kelch domain containing 8B
375341	1	0.731	1.438	0.3432288	0.493593	31.43	C3orf62	chromosome 3 open reading frame 62
7375	1	0.585	0.851	-0.5463262	-0.464687	291.43	USP4	ubiquitin specific peptidase 4
2876	1	0.298	0.834	1.0406738	0.868122	349.88	GPX1	glutathione peroxidase 1
387	1	0.904	0.781	0.1207508	0.094355	1600.36	RHOA	ras homolog family member A
6988	1	0.923	1.191	-0.0968832	-0.11543	58.96	TCTA	T cell leukemia translocation altered
275	1	0.532	1.619	-0.6255728	-1.012849	22.76	AMT	aminomethyltransferase
84276	1	0.932	1.549	-0.0853085	-0.132183	25.32	NICN1	nicolin 1, tubulin polyglutamylase complex subunit
1605	1	0.351	0.804	0.9323517	0.749395	543.83	DAG1	dystroglycan 1
327	1	0.652	0.909	0.4505288	0.4095	180.86	APEH	acylaminoacyl-peptide hydrolase
63891	1	0.627	1.079	-0.4862641	-0.524524	80.38	RNF123	ring finger protein 123
29925	1	0.688	1.146	0.4013956	0.459882	67.37	GMPPB	GDP-mannose pyrophosphorylase B
9807	1	0.957	0.926	0.0539581	0.049986	161.82	IP6K1	inositol hexakisphosphate kinase 1
389119	1	0.532	1.581	0.624579	0.987448	24.85	INKA1	inka box actin regulator 1
7318	1	0.871	1.255	-0.1625015	-0.20401	77.86	UBA7	ubiquitin like modifier activating enzyme 7
10293	1	0.405	1.503	0.8331367	1.25218	28.99	TRAIP	TRAF interacting protein
4486	1	0.76	1.12	0.3051055	0.341663	91.54	MST1R	macrophage stimulating 1 receptor
84315	1	0.893	1.485	0.1343301	0.19951	29.42	MON1A	MON1 homolog A, secretory trafficking associated
10180	1	0.654	0.837	-0.4479172	-0.374805	345.35	RBM6	RNA binding motif protein 6
10181	1	0.232	0.806	-1.1955257	-0.963189	510.98	RBM5	RNA binding motif protein 5
100775107	1	0.476	1.353	-0.712341	-0.964112	37.07	RBM5-AS1	RBM5 antisense RNA 1
100129060	1	0.479	1.278	-0.7082097	-0.904776	43.71	SEMA3F-AS1	SEMA3F antisense RNA 1
107986035	1	0.593	1.497	0.5349535	0.800661	28.84	LOC107986035	
6405	1	0.682	0.854	0.4101831	0.350376	341.84	SEMA3F	semaphorin 3F
2771	1	0.738	0.801	0.3344442	0.267805	657.92	GNAI2	G protein subunit alpha i2
7869	1	0.0963	1.377	-1.663096	-2.290153	36.74	SEMA3B	semaphorin 3B
7866	1	0.996	1.002	-0.0046436	-0.004653	109.28	IFRD2	interferon related developmental regulator 2
3373	1	0.409	1.107	0.8254815	0.914066	77.06	HYAL1	hyaluronidase 1
8692	1	0.533	0.981	0.6234068	0.611472	130.56	HYAL2	hyaluronidase 2
11334	1	0.334	1.152	0.9658962	1.11259	68.48	TUSC2	tumor suppressor 2, mitochondrial calcium regulator
11186	1	0.922	1.322	-0.0979793	-0.129544	45.85	RASSF1	Ras association domain family member 1
10641	1	0.498	1.356	0.6776659	0.918666	37.67	NPRL2	NPR2 like, GATOR1 complex subunit
11068	1	0.772	1.554	0.2892615	0.449383	25.41	CYB561D2	cytochrome b561 family member D2
11070	1	0.609	1.035	0.5114142	0.529128	97.32	TMEM115	transmembrane protein 115
51409	1	0.915	1.18	0.106637	0.125816	57.05	HEMK1	HemK methyltransferase family member 1
1154	1	0.996	1.299	0.0055126	0.00716	42.12	CISH	cytokine inducible SH2 containing protein
7867	1	0.783	0.967	-0.2752674	-0.266222	137.18	MAPKAPK3	MAPK activated protein kinase 3
1795	1	0.581	1.502	-0.5515134	-0.828271	44.61	DOCK3	dedicator of cytokinesis 3
7873	1	0.973	0.987	-0.0341709	-0.033742	126.76	MANF	mesencephalic astrocyte derived neurotrophic factor
29890	1	0.466	0.86	0.7295485	0.627296	291.37	RBM15B	RNA binding motif protein 15B
9730	1	0.705	0.862	-0.3787744	-0.326532	255.63	DCAF1	DDB1 and CUL4 associated factor 1
23132	1	0.819	0.873	0.2285189	0.19946	260.81	RAD54L2	RAD54 like 2
51368	1	0.231	1.049	1.1990071	1.258176	121.89	TEX264	testis expressed 264, ER-phagy receptor
9136	1	0.479	1.344	0.7082596	0.951932	40	RRP9	ribosomal RNA processing 9, U3 small nucleolar RNA binding protein
10039	1	0.594	1.286	0.5326016	0.684956	43.83	PARP3	poly(ADP-ribose) polymerase family member 3
57060	1	0.635	1.227	-0.474504	-0.582367	53.37	PCBP4	poly(rC) binding protein 4
84836	1	0.275	1.284	1.0927533	1.402643	54.35	ABHD14B	abhydrolase domain containing 14B
100526760	1	0.615	1.503	0.5026586	0.755617	28.29	ABHD14A-ACY1	ABHD14A-ACY1 readthrough
95	1	0.541	1.522	0.6115013	0.930935	27.67	ACY1	aminoacylase 1
6159	1	0.197	0.793	1.2908996	1.024131	1021.88	RPL29	ribosomal protein L29
1849	1	0.226	0.805	-1.2101098	-0.974494	592.27	DUSP7	dual specificity phosphatase 7
25886	1	0.729	1.269	0.3460985	0.43935	45.22	POC1A	POC1 centriolar protein A
211	1	0.568	0.979	0.5717359	0.559689	180.63	ALAS1	5'-aminolevulinate synthase 1
11344	1	0.599	0.943	0.5256022	0.495789	145.12	TWF2	twinfilin actin binding protein 2
132160	1	0.868	1.14	0.1663316	0.189628	64.73	PPM1M	protein phosphatase, Mg2+/Mn2+ dependent 1M
80335	1	0.545	0.796	0.6054151	0.482178	621.2	WDR82	WD repeat domain 82
132158	1	0.392	1.695	-0.8551649	-1.449137	22.53	GLYCTK	glycerate kinase
25981	1	0.987	1.12	0.0156927	0.01758	68.23	DNAH1	dynein axonemal heavy chain 1
8314	1	0.541	0.831	0.6116917	0.508474	359.52	BAP1	BRCA1 associated protein 1
51533	1	0.0951	1.459	1.6689906	2.43518	33.87	PHF7	PHD finger protein 7
11188	1	0.615	0.884	-0.5028933	-0.444359	213.31	NISCH	nischarin
23166	1	0.4	0.924	-0.8424202	-0.778237	252.65	STAB1	stabilin 1
64943	1	0.519	0.884	0.6456071	0.571025	219.21	NT5DC2	5'-nucleotidase domain containing 2
440957	1	0.379	1.395	0.8802498	1.227627	40.49	UQCC5	ubiquinol-cytochrome c reductase complex assembly factor 5
55193	1	0.458	0.801	-0.7423486	-0.594491	773.44	PBRM1	polybromo 1
26354	1	0.652	0.887	0.450623	0.399756	531.36	GNL3	G protein nucleolar 3
55830	1	0.792	0.986	-0.2633144	-0.259523	116.64	GLT8D1	glycosyltransferase 8 domain containing 1
28972	1	0.562	0.96	0.5793052	0.556123	187.39	SPCS1	signal peptidase complex subunit 1
6787	1	0.998	0.96	0.0029444	0.002828	147.2	NEK4	NIMA related kinase 4
100526772	1	0.934	1.765	0.0822443	0.145187	18.35	STIMATE-MUSTN1	STIMATE-MUSTN1 readthrough
375346	1	0.775	1.131	0.2854961	0.322949	68.86	STIMATE	STIM activating enhancer
51460	1	0.738	0.982	0.334825	0.328954	129.84	SFMBT1	Scm like with four mbt domains 1
91869	1	0.848	1.004	0.1919054	0.192643	107.05	RFT1	RFT1 homolog
5580	1	0.908	0.902	0.1158998	0.104534	190.64	PRKCD	protein kinase C delta
7086	1	0.0934	0.823	1.6779144	1.380695	1287.31	TKT	transketolase
55802	1	0.708	0.936	-0.3741972	-0.350372	163.6	DCP1A	decapping mRNA 1A
776	1	0.886	1.963	0.1434423	0.281541	18.23	CACNA1D	calcium voltage-gated channel subunit alpha1 D
93973	1	0.724	0.99	-0.3537444	-0.35018	118.56	ACTR8	actin related protein 8
58515	1	0.724	0.982	0.35298	0.346716	167.18	SELENOK	selenoprotein K
55799	1	0.691	1.786	0.3970283	0.709207	22.72	CACNA2D3	calcium voltage-gated channel auxiliary subunit alpha2delta 3
790952	1	0.191	5.95	1.3063008	7.772893	28.8	ESRG	embryonic stem cell related
7474	1	0.27	1.02	1.1030133	1.125166	1353.83	WNT5A	Wnt family member 5A
26059	1	0.312	1.91	1.0104742	1.929735	21.39	ERC2	ELKS/RAB6-interacting/CAST family member 2
285331	1	0.675	0.97	-0.4199238	-0.407256	132.8	CCDC66	coiled-coil domain containing 66
23272	1	0.593	0.79	-0.535044	-0.422786	698.21	TASOR	transcription activation suppressor
50650	1	0.316	0.876	-1.0031196	-0.878426	225.93	ARHGEF3	Rho guanine nucleotide exchange factor 3
54756	1	0.249	1.419	1.1535669	1.63742	36.07	IL17RD	interleukin 17 receptor D
26060	1	0.629	0.872	0.4836696	0.421707	485.92	APPL1	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1
142686	1	0.808	1.255	0.243433	0.305442	52.02	ASB14	ankyrin repeat and SOCS box containing 14
105377102	1	0.517	1.553	0.6485038	1.006871	26.86	LOC105377102	uncharacterized LOC105377102
201626	1	0.73	0.931	0.3447935	0.321043	192.71	PDE12	phosphodiesterase 12
378	1	0.579	0.822	-0.5542237	-0.455488	569.59	ARF4	ADP ribosylation factor 4
201627	1	0.96	0.887	0.0502168	0.04453	270.71	DENND6A	DENN domain containing 6A
7871	1	0.841	0.793	-0.2002327	-0.15886	720.93	SLMAP	sarcolemma associated protein
105377103	1	0.3	1.687	-1.0359663	-1.747988	21.27	LOC105377103	uncharacterized LOC105377103
2317	1	0.704	0.859	-0.3798422	-0.326286	2391.07	FLNB	filamin B
105377105	1	0.662	1.124	-0.4366383	-0.490927	79.29	FLNB-AS1	FLNB antisense RNA 1
1776	1	0.421	1.767	0.80414	1.420601	22.55	DNASE1L3	deoxyribonuclease 1 like 3
57406	1	0.436	1.096	0.7796395	0.854153	85.73	ABHD6	abhydrolase domain containing 6, acylglycerol lipase
11102	1	0.802	1.063	0.2507017	0.266396	85.3	RPP14	ribonuclease P/MRP subunit p14
109703458	1	0.691	1.153	0.397715	0.458393	63.02	HTD2	hydroxyacyl-thioester dehydratase type 2
54899	1	0.556	0.978	-0.588251	-0.575164	120.76	PXK	PX domain containing serine/threonine kinase like
5162	1	0.452	0.879	0.7525262	0.661812	223.76	PDHB	pyruvate dehydrogenase E1 subunit beta
200845	1	0.962	1.721	0.0472778	0.081373	19.99	KCTD6	potassium channel tetramerization domain containing 6
131177	1	0.934	1.489	0.0824285	0.122724	29.47	FAM3D	FAM3 metabolism regulating signaling molecule D
5793	1	0.934	0.901	-0.0826003	-0.074433	352.73	PTPRG	protein tyrosine phosphatase receptor type G
107986016	1	0.82	1.826	-0.2281542	-0.416591	20.38	LOC107986016	
57415	1	0.849	1.818	0.1904958	0.346261	25.13	C3orf14	chromosome 3 open reading frame 14
80145	1	0.653	0.907	0.4493465	0.407741	228.73	THOC7	THO complex subunit 7
6314	1	0.719	0.853	-0.35986	-0.306811	291.71	ATXN7	ataxin 7
100507062	1	0.768	1.698	-0.2950303	-0.501073	19.93	PSMD6-AS2	PSMD6 antisense RNA 2
9861	1	0.571	0.902	0.5666567	0.511164	296.18	PSMD6	proteasome 26S subunit, non-ATPase 6
100652759	1	0.216	1.442	-1.2370524	-1.784305	31.1	PRICKLE2-AS1	PRICKLE2 antisense RNA 1
56999	1	0.778	0.986	0.2821919	0.278366	124.98	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9
9223	1	0.659	0.949	-0.4410183	-0.418703	183.69	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1
115286	1	0.824	1.031	0.2228271	0.229713	95.8	SLC25A26	solute carrier family 25 member 26
26018	1	0.138	0.937	1.4827408	1.389585	249.96	LRIG1	leucine rich repeats and immunoglobulin like domains 1
84541	1	0.305	1.635	-1.0259745	-1.677426	31.75	KBTBD8	kelch repeat and BTB domain containing 8
8801	1	0.942	0.883	0.0726341	0.064136	222.46	SUCLG2	succinate-CoA ligase GDP-forming subunit beta
285203	1	0.965	0.898	-0.04404	-0.039542	283.53	EOGT	EGF domain specific O-linked N-acetylglucosamine transferase
7110	1	0.642	0.818	-0.4653222	-0.38064	669.35	TMF1	TATA element modulatory factor 1
9039	1	0.732	0.898	0.3427498	0.307628	227.59	UBA3	ubiquitin like modifier activating enzyme 3
10550	1	0.612	0.864	-0.5072563	-0.438087	288.1	ARL6IP5	ADP ribosylation factor like GTPase 6 interacting protein 5
23150	1	0.313	0.825	-1.0080723	-0.831582	421.38	FRMD4B	FERM domain containing 4B
4286	1	0.568	1.001	-0.5716008	-0.572127	121.58	MITF	melanocyte inducing transcription factor
